Story ID,Prediction,Rationale
76,0,"Found 2 high-confidence contradiction(s) out of 2 facts. Details: Fact 1 [90% confidence]: [LLM] THE NOVEL CONTEXT DOES NOT MENTION ANY EUROPEAN POCKET WATCH OR ANY INTERACTION WITH A FRENCH MATE THAT WOULD INVOLVE SUCH AN ITEM. INSTEAD, IT FOCUSES ON FINANCIAL TRANSACTIONS AND ESCAPE SCENARIOS WITHOUT REFERENCING THE SPECIFIC OBJECT MENTIONED IN THE BACKSTORY CLAIM. | Fact 2 [90% confidence]: [LLM] THE CLAIM REFERS TO A POCKET-WATCH AND ITS SIGNIFICANCE IN EXPLAINING THE SUBJECT'S GRASP OF MECHANICAL TIME AND DISGUST FOR CHRISTIAN OBJECTS. HOWEVER, THE NOVEL CONTEXT FOCUSES ON MORREL'S INTENSE FOCUS ON A CLOCK DURING A CRITICAL MOMENT, WITHOUT MENTIONING ANY POCKET-WATCH OR ITS SYMBOLIC IMPORTANCE RELATED TO MECHANICAL TIME OR RELIGIOUS SENTIMENT."
17,0,"Found 1 high-confidence contradiction(s) out of 1 facts. Details: Fact 1 [90% confidence]: [LLM] THE NOVEL CONTEXT CLEARLY STATES THAT NOIRTIER'S MOTHER DIED AT HIS BIRTH AND HIS FATHER WAS ASSASSINATED WHEN HE WAS TWO YEARS OLD, WHICH DIRECTLY CONTRADICTS THE CLAIM THAT HIS MOTHER REMARRIED A FRENCH OFFICER AFTER HIS FATHER’S DEATH."
20,1,No verifiable constraints found in backstory.
10,1,No verifiable constraints found in backstory.
122,1,No verifiable constraints found in backstory.
62,1,"Backstory is consistent. 2/2 facts verified, 0 minor inconsistencies."
36,1,"Backstory is consistent. 2/2 facts verified, 0 minor inconsistencies."
73,0,"Found 2 high-confidence contradiction(s) out of 2 facts. Details: Fact 1 [90% confidence]: [LLM] THE CLAIM INVOLVES MISSIONARIES WRAPPING OPIUM IN BIBLE PAGES AND BURNING BOOKS EXCEPT FOR A SHEEPSKIN MAP. HOWEVER, THE PROVIDED NOVEL CONTEXT DOES NOT MENTION ANYTHING ABOUT MISSIONARIES OR OPIUM BEING WRAPPED IN RELIGIOUS TEXTS; INSTEAD, IT DISCUSSES A RECIPE INVOLVING OPIUM AND HASHISH PILLS AND A GEOGRAPHICAL MAP OF CHILE AND ARGENTINA. | Fact 2 [90% confidence]: [LLM] THE BACKSTORY CLAIM DESCRIBES AN ACTION OF BURNING EVERY BOOK EXCEPT FOR ONE SPECIFIC MAP, WHILE THE NOVEL CONTEXT EMPHASIZES THE IMPORTANCE AND PRESERVATION OF BOOKS AND DOCUMENTS. THE NOVEL DOES NOT SUPPORT OR ALIGN WITH THE IDEA OF DESTROYING A LARGE COLLECTION OF BOOKS."
98,0,"Found 1 high-confidence contradiction(s) out of 2 facts. Details: Fact 1 [90% confidence]: [LLM] THE NOVEL CONTEXT DESCRIBES THE COUNT'S SILENCE AS BEING PERCEIVED BY OTHERS AS SUSPICIOUS AND POTENTIALLY INDICATING GUILT OR FEAR, WHICH CONTRADICTS THE BACKSTORY CLAIM THAT HIS SILENCE WAS DUE TO DIPLOMATIC PROTECTIONS AGAINST POLITICAL FOES."
25,0,"Found 1 high-confidence contradiction(s) out of 1 facts. Details: Fact 1 [90% confidence]: [LLM] THE NOVEL CONTEXT DOES NOT MENTION ANY MEETING WITH AN EX-GENERAL VON WALLACE OR OBTAINING NOTES ON SOUTH-AMERICAN INLAND GEOGRAPHY AND NATIVE CUSTOMS. THE FOCUS IS INSTEAD ON CHARACTERS LIKE MONTE CRISTO, BARON DANGLARS, AND LORD GLENARVAN DISCUSSING VOYAGES TO AMERICA BUT WITHOUT THE SPECIFIED ENCOUNTER."
120,1,"Backstory is consistent. 1/1 facts verified, 0 minor inconsistencies."
105,0,"Found 1 high-confidence contradiction(s) out of 1 facts. Details: Fact 1 [90% confidence]: [LLM] THE CLAIM DESCRIBES ""HE"" BECOMING THE HEAD OF AN ANTI-BONAPARTE SOCIETY AND ORGANIZING UNDERGROUND ACTIONS, WHICH IS ENTIRELY UNRELATED TO THE CONTEXT PROVIDED IN THE NOVEL THAT FOCUSES ON MEDICAL DISTRESS AND TRAVEL ARRANGEMENTS."
57,0,"Found 1/1 total contradictions (mostly low confidence). Fact 1 [70% confidence]: [LLM] THE NOVEL CONTEXT DOES NOT MENTION ANY JESUIT RAISING THE CHARACTER; INSTEAD, IT FOCUSES ON THE CHARACTER'S INTERACTIONS WITH OTHER INDIVIDUALS AND HIS APPEARANCE, WITHOUT REFERENCE TO BEING RAISED BY FATHER LECLERE."
106,0,"Found 1 high-confidence contradiction(s) out of 2 facts. Details: Fact 1 [90% confidence]: [LLM] THE BACKSTORY CLAIMS THAT ""HE"" MET FERNAND AT A SOCIETY MEETING AND USED HIM FOR MILITARY INFORMATION, WHILE THE NOVEL CONTEXT DOES NOT MENTION ANY SUCH MEETING OR INTERACTION IN A SOCIETAL SETTING. INSTEAD, IT DESCRIBES FERNAND'S UNEXPECTED RETURN TO MERCÉDÈS DRESSED AS A SUB-LIEUTENANT WITHOUT ANY INDICATION OF EXPLOITING MILITARY INFORMATION OR BEING EXPLOITED BY ANYONE NAMED NOIRTIER."
118,0,"Found 1 high-confidence contradiction(s) out of 2 facts. Details: Fact 1 [90% confidence]: [LLM] THE BACKSTORY CLAIMS THAT FRENCH GENDARMES SEIZED HIM AT TOULON FOR PLANNING TO BOMB BOURBON RESTORATION FESTIVITIES AND THREATENING A CARDINAL’S SECRET CORRESPONDENCE, BUT THE NOVEL CONTEXT DESCRIBES DANTÈS BEING SEIZED BY GENDARMES WITHOUT ANY MENTION OF BOMBING PLANS OR CODE-BREAKING ACTIVITIES."
126,1,"Backstory is consistent. 1/1 facts verified, 0 minor inconsistencies."
4,1,"Backstory is consistent. 1/1 facts verified, 0 minor inconsistencies."
125,0,"Found 1 high-confidence contradiction(s) out of 3 facts. Details: Fact 2 [90% confidence]: [LLM] THE NOVEL CONTEXT DOES NOT MENTION ANY INSTANCE OF GIVING A MERCIFUL DEATH OR SHAPING AN ETHIC RELATED TO KILLING. INSTEAD, IT FOCUSES ON THEMES OF JUSTICE, MERCY, AND THE CONSEQUENCES OF MURDER, WHICH DO NOT ALIGN WITH THE CLAIM'S ASSERTION ABOUT SPARING A REBEL LEADER FROM TORTURE IN INDIA."
40,1,"Backstory is consistent. 1/1 facts verified, 0 minor inconsistencies."
96,0,"Found 1 high-confidence contradiction(s) out of 1 facts. Details: Fact 1 [90% confidence]: [LLM] THE NOVEL CONTEXT DOES NOT MENTION ANYTHING ABOUT VALENTINE INHERITING TREMBLING HANDS OR BEING TRAINED TO COMMUNICATE THROUGH EYE MOVEMENTS DUE TO PARALYSIS. INSTEAD, IT PORTRAYS VALENTINE AS ACTIVELY PARTICIPATING IN PHYSICAL INTERACTIONS LIKE PASSING HER HAND THROUGH A GRATING AND KISSING THE COUNT'S HAND, WHICH CONTRADICTS THE IDEA OF HER HAVING INHERITED SUCH CONDITIONS."
45,0,"Found 1 high-confidence contradiction(s) out of 1 facts. Details: Fact 1 [90% confidence]: [LLM] THE BACKSTORY CLAIMS THAT HE CACHED WEAPONS AND TORCHED A TRADER, INDICATING AN ACT OF DESTRUCTION AND REPENTANCE. HOWEVER, THE NOVEL CONTEXT DESCRIBES HIM ARRANGING HIS WEAPONS METICULOUSLY AND LEAVING THEM IN GOOD CONDITION, WHICH CONTRADICTS THE IDEA OF HIDING OR DESTROYING WEAPONS AS STATED IN THE BACKSTORY CLAIM."
54,0,"Found 4 high-confidence contradiction(s) out of 5 facts. Details: Fact 1 [90% confidence]: [LLM] THE CLAIM SPECIFIES THAT ""HE"" LOVED A CHILEAN DOCTOR NAMED MARIANA WHO DIED WHILE NURSING CHOLERA PATIENTS. HOWEVER, THE PROVIDED NOVEL CONTEXT DOES NOT MENTION ANY CHARACTER BY THE NAME OF MARIANA OR REFER TO ANYONE DYING FROM CHOLERA WHILE NURSING OTHERS. INSTEAD, IT FOCUSES ON A DISTRICT DOCTOR (D’AVRIGNY) DEALING WITH OTHER MEDICAL SITUATIONS AND DEATHS UNRELATED TO CHOLERA NURSING. | Fact 2 [90% confidence]: [LLM] THE CLAIM SPECIFIES THAT MARIANA DIED WHILE NURSING CHOLERA-STRICKEN INDIANS, BUT THERE IS NO MENTION OF MARIANA OR ANY CHARACTER DYING FROM SUCH CIRCUMSTANCES IN THE PROVIDED NOVEL CONTEXT. THE NOVEL CONTEXT DISCUSSES DEATHS DUE TO GRIEF AND OLD AGE, WHICH DO NOT ALIGN WITH THE CLAIMED CAUSE OF DEATH FOR MARIANA. | Fact 3 [90% confidence]: [LLM] THE NOVEL CONTEXT DOES NOT MENTION ANY ACT OF BURNING BELONGINGS. INSTEAD, IT FOCUSES ON THE EMOTIONAL DISTRESS AND ARREST OF THE SUBJECT'S WIFE (OR LOVER), WITH NO INDICATION OF HIM DESTROYING HER POSSESSIONS."
8,0,"Found 1 high-confidence contradiction(s) out of 1 facts. Details: Fact 1 [100% confidence]: [LLM] THE CLAIM DESCRIBES A SCENARIO WHERE THE SUBJECT WINS TRUST FROM A NATIVE TRIBE THROUGH SKETCHING STAR-MAPS AND LEARNS TRACKING TECHNIQUES AND HERBAL LORE. HOWEVER, THE NOVEL CONTEXT PROVIDED IS ENTIRELY UNRELATED TO SUCH ACTIVITIES; IT DISCUSSES CHARACTERS LIKE MONTE CRISTO, DANGLARS, MORCERF, AND OTHERS IN A COMPLETELY DIFFERENT SETTING WITH NO MENTION OF TRIBES OR SURVIVAL SKILLS."
32,0,"Found 1 high-confidence contradiction(s) out of 2 facts. Details: Fact 1 [90% confidence]: [LLM] THE BACKSTORY DESCRIBES SOMEONE STEERING BOTH SIDES TOWARDS MUTUAL RUIN AND THEN FORMING AN INTELLIGENCE NETWORK, WHICH INVOLVES SIGNIFICANT POLITICAL OR SOCIAL MANEUVERING. HOWEVER, THE NOVEL CONTEXT PROVIDED DOES NOT MENTION ANY SUCH ACTIVITIES; INSTEAD, IT FOCUSES ON CHARACTERS LIKE MONTE CRISTO, GLENARVAN, AND CAPTAIN MANGLES DEALING WITH TRAVEL ARRANGEMENTS AND WEATHER CONDITIONS, SHOWING NO INDICATION OF THE DESCRIBED POLITICAL INTRIGUE."
14,1,No verifiable constraints found in backstory.
63,1,"Backstory is consistent. 1/1 facts verified, 0 minor inconsistencies."
41,0,"Found 1 high-confidence contradiction(s) out of 2 facts. Details: Fact 1 [90% confidence]: [LLM] THE BACKSTORY CLAIMS THAT ""HE"" HELPED A BLACK-MARKETEER DODGE DUTY AND WAS INVOLVED IN SMUGGLING, WHICH IMPLIES ILLEGAL ACTIVITIES. HOWEVER, THE NOVEL CONTEXT DOES NOT MENTION ANY SUCH ACTIONS; INSTEAD, IT FOCUSES ON LAWFUL INTERACTIONS WITH AUTHORITIES AND MENTIONS NO INVOLVEMENT IN SMUGGLING OR EVADING DUTIES."
23,0,"Found 1 high-confidence contradiction(s) out of 1 facts. Details: Fact 1 [90% confidence]: [LLM] THE CLAIM INVOLVES SPECIFIC DETAILS ABOUT A WOMAN ENTRUSTING A MAN WITH HIS HALF-BROTHER'S CARE AND SUBSEQUENT SEPARATION DUE TO THE FRENCH STEPFATHER TAKING THE CHILD TO EUROPE, WHICH ARE NOT MENTIONED OR ALLUDED TO ANYWHERE IN THE PROVIDED NOVEL CONTEXT. THE NOVEL CONTEXT DOES NOT CONTAIN ANY INFORMATION RELATED TO FAMILY SEPARATIONS OR CUSTODY ISSUES INVOLVING A HALF-BROTHER BEING TAKEN AWAY BY A STEPFATHER."
90,0,"Found 2 high-confidence contradiction(s) out of 3 facts. Details: Fact 1 [90% confidence]: [LLM] THE CLAIM STATES THAT THE SUBJECT MARRIED ÉLOÏSE IN 1800, WHEREAS THE NOVEL CONTEXT INDICATES THAT DE VILLEFORT (THE SUBJECT OF THE NOVEL) MARRIED MADEMOISELLE DE SAINT-MÉRAN AFTER EDMOND'S ARREST, WHICH IS NOT ALIGNED WITH THE TIMELINE OR IDENTITY MENTIONED IN THE CLAIM. | Fact 3 [90% confidence]: [LLM] THE BACKSTORY CLAIMS THAT ""HE"" ARRANGED ÉLOÏSE'S ACCIDENTAL DROWNING TO ELIMINATE HER AS A ROYALIST INFORMANT, WHILE THE NOVEL CONTEXT DOES NOT MENTION ÉLOÏSE OR ANY INCIDENT RELATED TO HER DEATH. INSTEAD, IT FOCUSES ON DANTÈS' THOUGHTS ABOUT HIS WIFE AND HER POTENTIAL FATE, WHICH IS UNRELATED TO THE BACKSTORY CLAIM."
100,1,"Backstory is consistent. 1/1 facts verified, 0 minor inconsistencies."
138,0,"Found 1 high-confidence contradiction(s) out of 1 facts. Details: Fact 1 [90% confidence]: [LLM] THE BACKSTORY INDICATES THAT LONG POLITICAL WARFARE SEVERED THE SUBJECT FROM HIS FAMILY AND LED TO THE DECLINE OF HIS NOBLE HOUSE. HOWEVER, THE NOVEL CONTEXT DOES NOT MENTION ANY POLITICAL WARFARE OR FAMILIAL SEPARATION RELATED TO THE MAIN CHARACTERS OR THEIR BACKGROUNDS."
130,0,"Found 1 high-confidence contradiction(s) out of 1 facts. Details: Fact 1 [90% confidence]: [LLM] THE BACKSTORY CLAIM DESCRIBES SUDDEN DEATH DUE TO LEAD POISONING FROM PRISON WATER DURING AN APPARENT EPILEPTIC FIT, WHILE THE NOVEL CONTEXT DOES NOT MENTION ANY SUCH SCENARIO INVOLVING EPILEPSY OR LEAD POISONING. THE NOVEL FOCUSES ON A NARRATIVE INVOLVING A BREAK-IN AND POTENTIAL MURDER, WHICH IS UNRELATED TO THE MEDICAL CONDITION DESCRIBED IN THE BACKSTORY CLAIM."
48,1,No verifiable constraints found in backstory.
